product_id,total_price,avg_discount_rate
39311,14077550.0,0.4349872867757782
24079,14077337.0,0.5119107932734465
8323,14076456.0,0.5438225416732586
43447,14076140.0,0.5006937919827739
26004,14075697.0,0.5145866177540626
3089,14075397.0,0.5414312794303818
49844,14075170.0,0.5820863392191122
13844,14074336.0,0.4395715195344409
37451,14071949.0,0.5668645136262244
24390,14071278.0,0.5509919848840399
32932,14070789.0,0.5405397773944471
41392,14070068.0,0.457803580067731
24827,14069055.0,0.5324991233248847
38926,14067370.0,0.5015022650668711
35145,14066507.0,0.5259944934966296
27427,14066295.0,0.5332532953423519
26833,14065920.0,0.4941513472676907
21605,14064843.0,0.4781244019138756
42552,14061688.0,0.5436018556272744
35518,14061522.0,0.4501931389564686
41781,14059963.0,0.5409761524428512
48724,14059755.0,0.4323753875506797
25281,14059658.0,0.4912923923006416
1908,14059033.0,0.501524947217573
40490,14058261.0,0.5471657072445774
21161,14057231.0,0.46589016164191993
6616,14056795.0,0.44552011927144763
37331,14052860.0,0.47163142425844057
44099,14051803.0,0.4673307327946503
8349,14048957.0,0.4986229123937884
10507,14047429.0,0.5076644170675944
40477,14043232.0,0.5281451499470688
8093,14042122.0,0.6049870202206065
22068,14041667.0,0.5443163509058305
20227,14041109.0,0.512026202620262
5461,14040727.0,0.43685817797492926
6019,14040666.0,0.5539522097995483
42029,14039482.0,0.6173623340540957
37179,14038817.0,0.45720102813852814
33804,14038321.0,0.4918127739312306
48085,14032765.0,0.5077447759832101
11774,14031983.0,0.46821065315235494
37580,14029856.0,0.540127229397294
36769,14029850.0,0.5563772222916394
49869,14029140.0,0.48694530133939945
18338,14028588.0,0.4967619649344495
26456,14025423.0,0.383644844011169
45496,14024597.0,0.4582153003579991
12569,14024464.0,0.44502138131256364
23790,14023778.0,0.5316467463479415
26244,14023071.0,0.5184260863741764
18549,14021785.0,0.5108179686151333
18544,14021354.0,0.5580685600177502
39978,14019858.0,0.5203062411297703
27562,14019680.0,0.5082732156236005
28370,14017425.0,0.37315215558428416
39786,14017348.0,0.5203952399049446
32508,14017271.0,0.5092717997131497
47015,14013441.0,0.4419722225076817
28381,14013279.0,0.5427765408359477
48223,14008371.0,0.4813528766791559
34982,14007957.0,0.4248038892646353
14407,14006594.0,0.5331314895936636
27337,14005205.0,0.4617340525740316
17688,14002386.0,0.5093446896604603
33957,14002179.0,0.5134793810519283
16920,14000141.0,0.4789613197107343
22204,13998800.0,0.5058010523800072
18464,13998429.0,0.5076129521035854
25339,13997821.0,0.4461366255647686
13815,13997383.0,0.4835586874840445
27966,13997129.0,0.4800262055790943
17267,13993836.0,0.5019814791718633
28782,13993833.0,0.5448013132584343
19304,13992856.0,0.5167311596041614
1448,13991865.0,0.5953839234893575
43438,13991716.0,0.5220444321638125
46479,13987206.0,0.4709514695971148
30134,13986464.0,0.48767705173524223
20633,13986158.0,0.49145654805985595
33946,13986007.0,0.4630058935762949
16262,13985630.0,0.5942857142857143
22433,13983852.0,0.46782108365734354
110,13983775.0,0.4525770584677732
36896,13983599.0,0.6370071203495163
39346,13982126.0,0.5124437509307399
44383,13981000.0,0.5482937773675963
47370,13980126.0,0.48618056041387764
28058,13978436.0,0.5386728225760354
18244,13976625.0,0.5468725146198831
15755,13976021.0,0.45293009307957244
37754,13975860.0,0.4867036581902802
27356,13974280.0,0.4795482673267326
4074,13973990.0,0.520953162240183
29666,13971586.0,0.46103040471416296
22974,13968877.0,0.5115724611409788
10391,13968317.0,0.4178332916681547
46964,13967745.0,0.5613513903588954
18966,13967396.0,0.5192432734860933
4128,13966975.0,0.5804720163727827
5639,13964978.0,0.5538283759500308
16782,13963149.0,0.5309860342937015
24309,13962462.0,0.4901619990817866
4782,13961650.0,0.5093102403734787
29889,13960124.0,0.45101611854329243
394,13959823.0,0.5239666436236136
44019,13959536.0,0.545427340947805
42,13958066.0,0.5182884257614081
44177,13956392.0,0.46285126194326387
14319,13955242.0,0.5427109320028146
7484,13954814.0,0.48482655473536934
31747,13954391.0,0.4819183186835995
49037,13953878.0,0.5721091459201015
49170,13952802.0,0.5102550540281946
45823,13952603.0,0.5639089993343426
35076,13948402.0,0.5275920727065093
22618,13948352.0,0.5765017468960284
41812,13947534.0,0.5556469392676289
36191,13946742.0,0.4887070945129321
30447,13945196.0,0.5263886024072789
15400,13944830.0,0.47430056601115445
32572,13944744.0,0.4589143896547954
3377,13944471.0,0.44800810438279215
23097,13944230.0,0.4518516562528538
38622,13940701.0,0.4982147196640991
40559,13936646.0,0.45837156531475737
18398,13933887.0,0.5407730061846979
45468,13933017.0,0.5401646667952398
35474,13931924.0,0.5166058857589826
43701,13931221.0,0.5449006731467899
48221,13931008.0,0.5339464312075584
11790,13927964.0,0.5226935729760089
18221,13925532.0,0.48244770231108297
46356,13923289.0,0.5037518121810428
29858,13922963.0,0.4641780692036688
26764,13920973.0,0.4622512045256606
659,13920943.0,0.41873097233898415
23521,13919562.0,0.4707108553575025
20679,13917901.0,0.5471604632439463
12666,13917725.0,0.4707005053208216
30208,13917230.0,0.5489587957230412
49969,13917055.0,0.5081396071330299
22814,13916895.0,0.4579840391484793
13994,13913381.0,0.5673938126609348
